,target_loc,Coordinates,latitude,longitude
350,"Norwich, Connecticut","(41.5499565, -72.08919004602764)",41.5499565,-72.08919005
351,"Old Saybrook, Connecticut","(41.2917652, -72.3761956)",41.2917652,-72.3761956
352,"Seymour, Connecticut","(41.3943578, -73.0741697)",41.3943578,-73.0741697
353,"Shelton, Connecticut","(41.31561, -73.14016262885858)",41.31561,-73.14016263
354,"Simsbury, Connecticut","(41.8759152, -72.8012211)",41.8759152,-72.8012211
355,"Southington, Connecticut","(41.6005435, -72.8782941)",41.6005435,-72.8782941
356,"South Windsor, Connecticut","(41.8489872, -72.5717551)",41.8489872,-72.5717551
357,"Stonington, Connecticut","(41.3359327, -71.9059042)",41.3359327,-71.9059042
358,"Torrington, Connecticut","(41.834235, -73.12777856997042)",41.834235,-73.12777857
359,"Trumbull, Connecticut","(41.2428742, -73.2006687)",41.2428742,-73.2006687
360,"Wallingford, Connecticut","(41.4570418, -72.8231552)",41.4570418,-72.8231552
361,"Waterford, Connecticut","(41.358659, -72.1519367)",41.358659,-72.1519367
362,"West Hartford, Connecticut","(41.7620447, -72.7420399)",41.7620447,-72.7420399
363,"West Haven, Connecticut","(41.273250149999996, -72.9612374210589)",41.27325015,-72.96123742
364,"Weston, Connecticut","(41.2021302, -73.3812743)",41.2021302,-73.3812743
365,"Windsor Locks, Connecticut","(41.9281305, -72.643631)",41.9281305,-72.643631
366,"Wolcott, Connecticut","(41.6023196, -72.9867718)",41.6023196,-72.9867718
367,"University of Connecticut:, Connecticut","(41.81127235, -72.25414490799666)",41.81127235,-72.25414491
368,"Metropolitan Transportation Authority, Connecticut","(None, None)",,
369,"Eastern Connecticut State University, Connecticut","(41.7209323, -72.21762548644477)",41.7209323,-72.21762549
370,"Western Connecticut State University, Connecticut","(41.400495449999994, -73.44502464969324)",41.40049545,-73.44502465
371,"Southern Connecticut State University, Connecticut","(41.33421815, -72.94482438173226)",41.33421815,-72.94482438
372,"Groton Town, Connecticut","(41.3502972, -72.0016018)",41.3502972,-72.0016018
373,"Connecticut State Police, Connecticut","(41.2917942, -72.4307701050846)",41.2917942,-72.43077011
374,"Washington, District of Columbia","(38.8949924, -77.0365581)",38.8949924,-77.0365581
375,"Metro Transit Police, District of Columbia","(None, None)",,
376,"Smyrna, Delaware","(39.2998339, -75.6046494)",39.2998339,-75.6046494
377,"Newark, Delaware","(39.6852191, -75.7508289)",39.6852191,-75.7508289
378,"Wilmington, Delaware","(39.7459468, -75.546589)",39.7459468,-75.546589
379,"University of Delaware, Delaware","(39.6810328, -75.7540184)",39.6810328,-75.7540184
380,"Delmar, Delaware","(38.461260100000004, -75.56747357419113)",38.4612601,-75.56747357
381,"Rehoboth Beach, Delaware","(38.7209436, -75.0760265)",38.7209436,-75.0760265
382,"Bethany Beach, Delaware","(38.5379676, -75.0588646)",38.5379676,-75.0588646
383,"State Police:, Delaware","(40.0390583, -75.3398221)",40.0390583,-75.3398221
384,"Alachua, Florida","(29.675568, -82.3640109)",29.675568,-82.3640109
385,"Gainesville, Florida","(29.6519684, -82.3249846)",29.6519684,-82.3249846
386,"Panama City, Florida","(30.1600827, -85.6545729)",30.1600827,-85.6545729
387,"Brevard, Florida","(28.2100203, -80.7997185)",28.2100203,-80.7997185
388,"Melbourne, Florida","(28.106471, -80.6371513)",28.106471,-80.6371513
389,"Palm Bay, Florida","(27.9946969, -80.6366144)",27.9946969,-80.6366144
390,"Broward, Florida","(26.1598074, -80.4623642)",26.1598074,-80.4623642
391,"Fort Lauderdale, Florida","(26.1223084, -80.1433786)",26.1223084,-80.1433786
392,"Hallandale Beach, Florida","(25.9812025, -80.148379)",25.9812025,-80.148379
393,"Pompano Beach, Florida","(26.2378597, -80.1247667)",26.2378597,-80.1247667
394,"Wilton Manors, Florida","(26.1603626, -80.138934)",26.1603626,-80.138934
395,"Coconut Creek, Florida","(26.2517482, -80.1789351)",26.2517482,-80.1789351
396,"Davie, Florida","(26.0628665, -80.2331038)",26.0628665,-80.2331038
397,"Miramar, Florida","(25.9873137, -80.2322706)",25.9873137,-80.2322706
398,"Coral Springs, Florida","(26.271192, -80.2706044)",26.271192,-80.2706044
399,"Seminole Tribal, Florida","(None, None)",,
400,"Clay, Florida","(29.9766524, -81.8470596)",29.9766524,-81.8470596
401,"Collier, Florida","(26.087964, -81.3794941)",26.087964,-81.3794941
402,"Miami-Dade, Florida","(25.6364246, -80.4989467)",25.6364246,-80.4989467
403,"Homestead, Florida","(25.4718946, -80.4759905)",25.4718946,-80.4759905
404,"Miami Beach, Florida","(25.7929198, -80.1353006)",25.7929198,-80.1353006
405,"Surfside, Florida","(25.8784285, -80.1256007)",25.8784285,-80.1256007
406,"North Miami, Florida","(25.8900949, -80.1867138)",25.8900949,-80.1867138
407,"Key Biscayne, Florida","(25.6968351, -80.1635261)",25.6968351,-80.1635261
408,"Miami Gardens, Florida","(25.9420377, -80.2456045)",25.9420377,-80.2456045
409,"Escambia, Florida","(30.6625885, -87.3451089)",30.6625885,-87.3451089
410,"Flagler, Florida","(29.4844412, -81.2917415)",29.4844412,-81.2917415
411,"Highlands, Florida","(27.3513186, -81.3615717)",27.3513186,-81.3615717
412,"Hillsborough, Florida","(27.9184543, -82.3488057)",27.9184543,-82.3488057
413,"Temple Terrace, Florida","(28.0352964, -82.3892596)",28.0352964,-82.3892596
414,"Fort Myers, Florida","(26.640628, -81.8723084)",26.640628,-81.8723084
415,"Cape Coral, Florida","(26.6059432, -81.9806771)",26.6059432,-81.9806771
416,"Tallahassee, Florida","(30.4380832, -84.2809332)",30.4380832,-84.2809332
417,"Martin, Florida","(27.0673711, -80.3994412)",27.0673711,-80.3994412
418,"Key West, Florida","(24.5625566, -81.7724368)",24.5625566,-81.7724368
419,"Okaloosa, Florida","(30.6765961, -86.6037748)",30.6765961,-86.6037748
420,"Fort Walton Beach, Florida","(30.4057552, -86.618842)",30.4057552,-86.618842
421,"Orange, Florida","(28.5421109, -81.3790304)",28.5421109,-81.3790304
422,"Ocoee, Florida","(28.5695186, -81.544117)",28.5695186,-81.544117
423,"Orlando, Florida","(28.5421109, -81.3790304)",28.5421109,-81.3790304
424,"Osceola, Florida","(28.0443842, -81.1437541)",28.0443842,-81.1437541
425,"St. Cloud, Florida","(28.2498534, -81.2839038)",28.2498534,-81.2839038
426,"Kissimmee, Florida","(28.2918995, -81.4075838)",28.2918995,-81.4075838
427,"Palm Beach, Florida","(26.6279798, -80.4494174)",26.6279798,-80.4494174
428,"Boca Raton, Florida","(26.3586885, -80.0830984)",26.3586885,-80.0830984
429,"Lake Worth, Florida","(26.615891, -80.0691435)",26.615891,-80.0691435
430,"Palm Beach Gardens, Florida","(26.8233946, -80.1386547)",26.8233946,-80.1386547
431,"Palm Beach County School District, Florida","(None, None)",,
432,"Pasco, Florida","(28.2996183, -82.4522702)",28.2996183,-82.4522702
433,"New Port Richey, Florida","(28.2441768, -82.7192671)",28.2441768,-82.7192671
434,"Port Richey, Florida","(28.2716755, -82.7195451)",28.2716755,-82.7195451
435,"Pinellas, Florida","(27.8778904, -82.7329309)",27.8778904,-82.7329309
436,"Clearwater, Florida","(27.9658533, -82.8001026)",27.9658533,-82.8001026
437,"Indian Shores, Florida","(27.862801, -82.8484373)",27.862801,-82.8484373
438,"Treasure Island, Florida","(27.7691937, -82.7689906)",27.7691937,-82.7689906
439,"Seminole, Florida","(28.7225829, -81.2353683)",28.7225829,-81.2353683
440,"Polk, Florida","(27.9448537, -81.7268789)",27.9448537,-81.7268789
441,"Winter Haven, Florida","(28.0222435, -81.7328568)",28.0222435,-81.7328568
442,"Fort Pierce, Florida","(27.4467056, -80.3256056)",27.4467056,-80.3256056
443,"Port St. Lucie, Florida","(27.2939333, -80.3503283)",27.2939333,-80.3503283
444,"Santa Rosa, Florida","(30.6964502, -87.0097524)",30.6964502,-87.0097524
445,"North Port, Florida","(27.044224, -82.2359254)",27.044224,-82.2359254
446,"Volusia, Florida","(29.0533409, -81.1310761)",29.0533409,-81.1310761
447,"Daytona Beach, Florida","(29.2108147, -81.0228331)",29.2108147,-81.0228331
448,"DeLand, Florida","(29.0283213, -81.3031098)",29.0283213,-81.3031098
449,"University of Georgia, Georgia","(33.9404278, -83.37304904988295)",33.9404278,-83.37304905
450,"Southern Polytechnic State University, Georgia","(33.9380754, -84.51975650806273)",33.9380754,-84.51975651
451,"Henry County Police Department, Georgia","(None, None)",,
452,"Sylvania, Georgia","(32.7504441, -81.636776)",32.7504441,-81.636776
453,"LaGrange, Georgia","(33.039291, -85.0313269)",33.039291,-85.0313269
454,"White, Georgia","(34.2828722, -84.7452138)",34.2828722,-84.7452138
455,"Atlanta, Georgia","(33.7489924, -84.3902644)",33.7489924,-84.3902644
456,"Manchester, Iowa","(42.484154, -91.4554252)",42.484154,-91.4554252
457,"Dubuque, Iowa","(42.5006217, -90.6647967)",42.5006217,-90.6647967
458,"Fairfield, Iowa","(41.0087364, -91.9626486)",41.0087364,-91.9626486
459,"Iowa City, Iowa","(41.66586935, -91.57334352186675)",41.66586935,-91.57334352
460,"University of Iowa, Iowa","(41.66586935, -91.57334352186675)",41.66586935,-91.57334352
461,"Clarinda, Iowa","(40.7390162, -95.036958)",40.7390162,-95.036958
462,"Des Moines, Iowa","(41.5910323, -93.6046655)",41.5910323,-93.6046655
463,"Altoona, Iowa","(41.6441557, -93.4646571)",41.6441557,-93.4646571
464,"Pleasant Hill, Iowa","(41.5964843, -93.5148963)",41.5964843,-93.5148963
465,"Council Bluffs, Iowa","(41.2621283, -95.8613912)",41.2621283,-95.8613912
466,"Grinnell, Iowa","(41.7430554, -92.7224206)",41.7430554,-92.7224206
467,"Bettendorf, Iowa","(41.5252761, -90.5096386)",41.5252761,-90.5096386
468,"Davenport, Iowa","(41.5236436, -90.5776368)",41.5236436,-90.5776368
469,"Iowa State University, Iowa","(42.02791015, -93.64464414737449)",42.02791015,-93.64464415
470,"Ada, Idaho","(43.4136539, -116.2367421)",43.4136539,-116.2367421
471,"Boise, Idaho","(43.6166163, -116.200886)",43.6166163,-116.200886
472,"Hailey, Idaho","(43.519629, -114.315325)",43.519629,-114.315325
473,"Bonneville, Idaho","(43.3993844, -111.4752257)",43.3993844,-111.4752257
474,"Idaho Falls, Idaho","(43.4935589, -112.0401206)",43.4935589,-112.0401206
475,"Nampa, Idaho","(43.589657, -116.56350942210636)",43.589657,-116.5635094
476,"Elmore, Idaho","(43.3073766, -115.5411027)",43.3073766,-115.5411027
477,"Kootenai, Idaho","(47.654857, -116.7162916)",47.654857,-116.7162916
478,"Coeur d'Alene, Idaho","(47.6742994, -116.7811531)",47.6742994,-116.7811531
479,"Payette, Idaho","(44.0374651, -116.7651123)",44.0374651,-116.7651123
480,"Twin Falls, Idaho","(42.5704456, -114.4602554)",42.5704456,-114.4602554
481,"Champaign, Illinois","(40.1164205, -88.2433829)",40.1164205,-88.2433829
482,"Urbana, Illinois","(40.1117174, -88.207301)",40.1117174,-88.207301
483,"Casey, Illinois","(39.2993863, -87.991754)",39.2993863,-87.991754
484,"Northwestern University:, Illinois","(42.0551164, -87.67581113482166)",42.0551164,-87.67581113
485,"Evanston, Illinois","(42.0447388, -87.6930459)",42.0447388,-87.6930459
486,"Evergreen Park, Illinois","(41.720136, -87.7013258)",41.720136,-87.7013258
487,"Skokie, Illinois","(42.0333694, -87.7333972)",42.0333694,-87.7333972
488,"Tinley Park, Illinois","(41.5733669, -87.7844944)",41.5733669,-87.7844944
489,"Oakton Community College, Illinois","(42.06195805, -87.87999822375096)",42.06195805,-87.87999822
490,"Oak Lawn, Illinois","(41.7108662, -87.7581081)",41.7108662,-87.7581081
491,"Burbank, Illinois","(41.741406, -87.7686078)",41.741406,-87.7686078
492,"Sycamore, Illinois","(41.9889173, -88.6867538)",41.9889173,-88.6867538
493,"DuPage, Illinois","(41.8603735, -88.0906873)",41.8603735,-88.0906873
494,"Carol Stream, Illinois","(41.9125286, -88.1347927)",41.9125286,-88.1347927
495,"Downers Grove, Illinois","(41.7936822, -88.0102281)",41.7936822,-88.0102281
496,"Minooka, Illinois","(41.4553084, -88.2617305)",41.4553084,-88.2617305
497,"Nauvoo, Illinois","(40.550042, -91.3848749)",40.550042,-91.3848749
498,"Aurora, Illinois","(41.7571701, -88.3147539)",41.7571701,-88.3147539
499,"Bradley, Illinois","(41.1421905, -87.8613221)",41.1421905,-87.8613221
500,"Galesburg, Illinois","(40.9479779, -90.3705842)",40.9479779,-90.3705842
501,"Grand Ridge, Illinois","(41.236138, -88.8312426)",41.236138,-88.8312426
502,"Western Illinois University, Illinois","(40.47714685, -90.68620239811149)",40.47714685,-90.6862024
503,"Normal, Illinois","(40.5117699, -88.9944815)",40.5117699,-88.9944815
504,"Illinois State University, Illinois","(40.51799375, -89.00846070697986)",40.51799375,-89.00846071
505,"Macon, Illinois","(39.8455208, -88.9602376)",39.8455208,-88.9602376
506,"Decatur, Illinois","(39.8454163, -88.9524151)",39.8454163,-88.9524151
507,"Madison, Illinois","(38.811063, -89.9017112)",38.811063,-89.9017112
508,"Wood River, Illinois","(38.861159, -90.0976069)",38.861159,-90.0976069
509,"Centralia, Illinois","(38.5250491, -89.1334037)",38.5250491,-89.1334037
510,"Salem, Illinois","(38.6269929, -88.9456158)",38.6269929,-88.9456158
511,"Peoria, Illinois","(40.6938609, -89.5891008)",40.6938609,-89.5891008
512,"Moline, Illinois","(41.5067003, -90.5151342)",41.5067003,-90.5151342
513,"Rock Island, Illinois","(41.4411786, -90.5766144)",41.4411786,-90.5766144
514,"Cahokia, Illinois","(38.5713356, -90.1876115)",38.5713356,-90.1876115
515,"Sangamon, Illinois","(39.7623668, -89.6454905)",39.7623668,-89.6454905
516,"Springfield, Illinois","(39.7990175, -89.6439575)",39.7990175,-89.6439575
517,"East Peoria, Illinois","(40.666149, -89.5800978)",40.666149,-89.5800978
518,"Pekin, Illinois","(40.5721875, -89.62302964811497)",40.5721875,-89.62302965
519,"Will, Illinois","(41.4194058, -87.9994754)",41.4194058,-87.9994754
520,"Marion, Illinois","(38.6477381, -88.9232112)",38.6477381,-88.9232112
521,"Rockford, Illinois","(42.2713945, -89.093966)",42.2713945,-89.093966
522,"Woodford, Illinois","(40.8145359, -89.2074215)",40.8145359,-89.2074215
523,"Chicago, Illinois","(41.8755616, -87.6244212)",41.8755616,-87.6244212
524,"Fort Wayne, Indiana","(41.0799898, -85.1386015)",41.0799898,-85.1386015
525,"Frankfort, Indiana","(40.2797657, -86.5108244)",40.2797657,-86.5108244
526,"Elkhart, Indiana","(41.6819935, -85.9766671)",41.6819935,-85.9766671
527,"Goshen, Indiana","(41.5824086, -85.834366)",41.5824086,-85.834366
528,"Greenwood, Indiana","(39.6136578, -86.1066526)",39.6136578,-86.1066526
529,"Hammond, Indiana","(41.5833658, -87.500043)",41.5833658,-87.500043
530,"Highland, Indiana","(41.5536529, -87.4520484)",41.5536529,-87.4520484
531,"La Porte, Indiana","(41.6105983, -86.7225227)",41.6105983,-86.7225227
532,"Indiana University:, Indiana","(39.170121800000004, -86.52609779880657)",39.1701218,-86.5260978
533,"Bloomington, Indiana","(39.1670396, -86.5342881)",39.1670396,-86.5342881
534,"Noble, Indiana","(40.4694904, -84.8260749)",40.4694904,-84.8260749
535,"West Lafayette, Indiana","(40.4258686, -86.9080655)",40.4258686,-86.9080655
536,"Purdue University, Indiana","(40.430067050000005, -86.92617275408188)",40.43006705,-86.92617275
537,"Indiana State University, Indiana","(39.4703727, -87.40819675574245)",39.4703727,-87.40819676
538,"Indianapolis, Indiana","(39.7683331, -86.1583502)",39.7683331,-86.1583502
539,"Indiana State Police, Indiana","(41.7295513, -86.3229407)",41.7295513,-86.3229407
540,"Iola, Kansas","(37.9244799, -95.3999814)",37.9244799,-95.3999814
541,"Atchison, Kansas","(39.545816, -95.3326052)",39.545816,-95.3326052
542,"Andover, Kansas","(37.7139041, -97.1364294)",37.7139041,-97.1364294
543,"Winfield, Kansas","(37.2397486, -96.9955919)",37.2397486,-96.9955919
544,"Abilene, Kansas","(38.917252, -97.21377)",38.917252,-97.21377
545,"Lawrence, Kansas","(38.9719384, -95.2359496)",38.9719384,-95.2359496
546,"Hays, Kansas","(38.8791783, -99.3267702)",38.8791783,-99.3267702
547,"Johnson, Kansas","(38.8837933, -94.8389141)",38.8837933,-94.8389141
548,"Shawnee, Kansas","(39.0273676, -95.7627535)",39.0273676,-95.7627535
549,"Leavenworth, Kansas","(39.3113257, -94.922759)",39.3113257,-94.922759
550,"Emporia, Kansas","(38.4040054, -96.181623)",38.4040054,-96.181623
551,"Emporia State University, Kansas","(38.4132728, -96.1801001)",38.4132728,-96.1801001
552,"Independence, Kansas","(37.2242358, -95.7083131)",37.2242358,-95.7083131
553,"Hutchinson, Kansas","(38.0608444, -97.9297743)",38.0608444,-97.9297743
554,"Riley County Police Department, Kansas","(39.1704776, -96.6024435528901)",39.1704776,-96.60244355
555,"Kansas State University, Kansas","(39.2087029, -96.58844409645442)",39.2087029,-96.5884441
556,"Salina, Kansas","(38.8402805, -97.6114237)",38.8402805,-97.6114237
